attempt_id,student_id,exercise_id,concept_code,secondary_concept_code,occurred_at,received_at,ingestion_lag_seconds,session_id,lesson_phase,is_correct,skipped,used_hint,attempt_number,difficulty,response_time_ms,days_since_last_practice,prerequisite_mastery,latent_ability,probability_correct,misconception_code,connectivity_mode,data_quality_flags,data_notice
attempt-0170,student-10,ex-02-06,PYTHON_OPERATORS,PYTHON_VARIABLES,2026-06-23T21:22:27.287672+00:00,2026-06-23T21:22:43.287672+00:00,16,session-student-10-008,CHECKPOINT,1,0,0,1,0.78,39678,4.13,0.549,0.672,0.3568,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0171,student-11,ex-03-04,PYTHON_IF_ELSE,,2026-06-24T00:52:27.953119+00:00,2026-06-24T00:52:51.953119+00:00,24,session-student-11-008,PRACTICE,1,0,0,4,0.557,38809,3.69,0.65,0.789,0.7181,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0172,student-12,ex-06-05,PYTHON_WHILE,,2026-06-24T04:22:22.178254+00:00,2026-06-24T04:22:42.178254+00:00,20,session-student-12-008,PRACTICE,1,0,0,1,0.641,98431,1.299,0.792,0.706,0.5412,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0173,student-13,ex-07-06,PYTHON_LISTS,PYTHON_WHILE,2026-06-24T06:49:39.055544+00:00,2026-06-24T06:49:52.055544+00:00,13,session-student-13-008,CHECKPOINT,1,0,0,1,0.783,13141,1.823,0.918,0.828,0.524,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0174,student-14,ex-01-01,PYTHON_VARIABLES,,2026-06-24T11:28:03.238430+00:00,2026-06-24T11:28:21.238430+00:00,18,session-student-14-008,PRACTICE,1,0,0,1,0.244,19060,2.055,0.808,0.702,0.8177,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0175,student-15,ex-01-05,PYTHON_VARIABLES,,2026-06-24T13:55:36.057089+00:00,2026-06-24T13:55:41.057089+00:00,5,session-student-15-008,PRACTICE,0,0,0,2,0.664,45883,3.569,0.308,0.26,0.2326,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0176,student-16,ex-07-06,PYTHON_LISTS,PYTHON_WHILE,2026-06-24T16:11:01.826966+00:00,2026-06-24T16:11:16.826966+00:00,15,session-student-16-008,CHECKPOINT,0,0,0,3,0.783,59854,4.46,0.379,0.48,0.307,LIST_INDEX_STARTS_AT_ONE,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0177,student-17,ex-03-01,PYTHON_IF_ELSE,,2026-06-24T20:08:47.378332+00:00,2026-06-24T20:08:52.378332+00:00,5,session-student-17-008,PRACTICE,1,0,1,2,0.217,48011,1.632,0.94,0.864,0.8849,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0178,student-18,ex-07-02,PYTHON_LISTS,,2026-06-24T22:58:45.460831+00:00,2026-06-24T22:58:54.460831+00:00,9,session-student-18-008,PRACTICE,1,0,0,2,0.309,7168,1.869,0.533,0.643,0.6721,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0179,student-20,ex-03-02,PYTHON_IF_ELSE,,2026-06-25T01:51:11.181552+00:00,2026-06-25T01:51:17.181552+00:00,6,session-student-20-008,PRACTICE,0,1,0,2,0.337,13425,1.912,1.0,0.96,0.8819,,OFFLINE_SYNC,OFFLINE_BATCH|SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0180,student-20,ex-03-03,PYTHON_IF_ELSE,,2026-06-25T05:19:39.223845+00:00,2026-06-25T05:20:01.223845+00:00,22,session-student-20-008,PRACTICE,1,0,0,3,0.421,46520,2.284,1.0,0.96,0.8097,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0181,student-01,ex-08-03,PYTHON_FUNCTIONS,,2026-06-25T09:14:05.550081+00:00,2026-06-25T09:14:14.550081+00:00,9,session-student-01-009,PRACTICE,1,0,0,2,0.442,41118,1.5,0.755,0.888,0.7939,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0182,student-02,ex-02-05,PYTHON_OPERATORS,,2026-06-25T12:58:22.320637+00:00,2026-06-25T12:58:40.320637+00:00,18,session-student-02-009,PRACTICE,1,0,0,2,0.681,59309,2.792,0.76,0.916,0.6903,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0183,student-03,ex-08-01,PYTHON_FUNCTIONS,,2026-06-25T15:51:21.353641+00:00,2026-06-25T15:51:30.353641+00:00,9,session-student-03-009,PRACTICE,1,0,0,2,0.229,28067,1.311,0.689,0.58,0.8705,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0184,student-04,ex-07-05,PYTHON_LISTS,,2026-06-25T17:42:16.142785+00:00,2026-06-25T17:42:36.142785+00:00,20,session-student-04-009,PRACTICE,0,0,0,2,0.666,45317,2.709,0.673,0.82,0.6226,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0185,student-05,ex-06-02,PYTHON_WHILE,,2026-06-25T22:47:31.267829+00:00,2026-06-25T22:47:41.267829+00:00,10,session-student-05-009,PRACTICE,0,0,0,2,0.331,8499,0.818,0.356,0.529,0.6149,WHILE_VARIABLE_NOT_UPDATED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0186,student-06,ex-05-02,PYTHON_RANGE,,2026-06-26T01:05:08.027621+00:00,2026-06-26T01:05:27.027621+00:00,19,session-student-06-009,PRACTICE,1,0,1,1,0.324,6509,2.467,0.534,0.699,0.8259,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0187,student-07,ex-01-04,PYTHON_VARIABLES,,2026-06-26T03:29:30.684910+00:00,2026-06-26T03:29:54.684910+00:00,24,session-student-07-009,PRACTICE,1,0,0,2,0.543,31406,2.881,0.367,0.479,0.7229,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0188,student-08,ex-04-06,PYTHON_FOR,PYTHON_IF_ELSE,2026-06-26T07:58:14.142446+00:00,2026-06-26T07:58:35.142446+00:00,21,session-student-08-009,CHECKPOINT,0,0,0,1,0.791,18590,21.364,0.744,0.703,0.0823,FOR_ITERATION_COUNT,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0189,student-10,ex-04-06,PYTHON_FOR,PYTHON_IF_ELSE,2026-06-26T10:18:05.188311+00:00,2026-06-26T10:18:20.188311+00:00,15,session-student-10-009,CHECKPOINT,1,0,0,1,0.791,32375,3.418,0.682,0.734,0.6834,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0190,student-10,ex-06-06,PYTHON_WHILE,PYTHON_RANGE,2026-06-26T14:00:07.877588+00:00,2026-06-26T14:00:11.877588+00:00,4,session-student-10-009,CHECKPOINT,1,0,1,2,0.752,14416,3.66,0.806,0.86,0.6785,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0191,student-11,ex-05-02,PYTHON_RANGE,,2026-06-26T17:43:19.219884+00:00,2026-06-26T17:43:21.219884+00:00,2,session-student-11-009,PRACTICE,0,1,1,1,0.324,22423,0.237,0.82,0.862,0.9297,,OCCASIONAL_OFFLINE,SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0192,student-12,ex-08-02,PYTHON_FUNCTIONS,,2026-06-26T21:05:55.875129+00:00,2026-06-26T21:05:57.875129+00:00,2,session-student-12-009,PRACTICE,1,0,0,2,0.326,30611,2.029,0.749,0.795,0.7567,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0193,student-13,ex-03-02,PYTHON_IF_ELSE,,2026-06-26T23:17:04.348980+00:00,2026-06-26T23:17:20.348980+00:00,16,session-student-13-009,PRACTICE,1,0,1,3,0.337,20031,2.984,0.597,0.688,0.6403,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0194,student-14,ex-07-03,PYTHON_LISTS,,2026-06-27T02:24:00.797557+00:00,2026-06-27T02:24:21.797557+00:00,21,session-student-14-009,PRACTICE,0,0,0,1,0.42,21242,1.697,0.572,0.61,0.5496,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0195,student-15,ex-05-02,PYTHON_RANGE,,2026-06-27T05:51:52.044665+00:00,2026-06-27T05:52:05.044665+00:00,13,session-student-15-009,PRACTICE,1,0,0,2,0.324,450,0.785,0.411,0.543,0.7153,,UNSTABLE,IMPLAUSIBLY_FAST,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0196,student-16,ex-08-03,PYTHON_FUNCTIONS,,2026-06-27T09:24:02.010954+00:00,2026-06-27T09:24:11.010954+00:00,9,session-student-16-009,PRACTICE,1,0,1,1,0.442,26322,1.168,0.729,0.61,0.7844,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0197,student-17,ex-06-01,PYTHON_WHILE,,2026-06-27T12:05:10.230019+00:00,2026-06-27T12:05:16.230019+00:00,6,session-student-17-009,PRACTICE,1,0,1,1,0.221,7054,2.719,0.923,0.885,0.8658,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0198,student-18,ex-02-01,PYTHON_OPERATORS,,2026-06-27T15:46:35.318296+00:00,2026-06-27T15:46:52.318296+00:00,17,session-student-18-009,PRACTICE,1,0,0,3,0.198,26823,27.105,0.764,0.685,0.4769,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0199,student-19,ex-08-02,PYTHON_FUNCTIONS,,2026-06-27T17:47:12.457868+00:00,2026-06-27T17:47:19.457868+00:00,7,session-student-19-009,PRACTICE,1,0,0,1,0.326,40864,3.036,0.676,0.79,0.8675,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0200,student-20,ex-05-06,PYTHON_RANGE,PYTHON_FOR,2026-06-27T21:21:11.273584+00:00,2026-06-27T21:21:17.273584+00:00,6,session-student-20-009,CHECKPOINT,1,0,0,1,0.766,27534,2.703,0.697,0.874,0.5903,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0201,student-01,ex-04-05,PYTHON_FOR,,2026-06-28T00:12:44.328280+00:00,2026-06-28T00:12:46.328280+00:00,2,session-student-01-010,PRACTICE,1,0,0,1,0.637,47984,1.071,0.74,0.817,0.742,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0202,student-02,ex-08-02,PYTHON_FUNCTIONS,,2026-06-28T04:37:53.503210+00:00,2026-06-28T05:54:51.503210+00:00,4618,session-student-02-010,PRACTICE,1,0,0,2,0.326,35265,3.107,0.838,0.797,0.7996,,STABLE,LATE_EVENT,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0203,student-03,ex-04-06,PYTHON_FOR,PYTHON_IF_ELSE,2026-06-28T08:00:48.325412+00:00,2026-06-28T08:00:55.325412+00:00,7,session-student-03-010,CHECKPOINT,1,0,0,1,0.791,36975,2.138,0.651,0.619,0.4754,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0204,student-04,ex-08-02,PYTHON_FUNCTIONS,,2026-06-28T10:27:13.219504+00:00,2026-06-28T10:27:17.219504+00:00,4,session-student-04-010,PRACTICE,1,0,0,3,0.326,21464,1.123,0.858,0.791,0.8548,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0205,student-05,ex-02-02,PYTHON_OPERATORS,,2026-06-28T14:21:39.264766+00:00,2026-06-28T14:21:57.264766+00:00,18,session-student-05-010,PRACTICE,1,0,0,2,0.352,38426,1.926,0.349,0.26,0.6955,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0206,student-06,ex-04-03,PYTHON_FOR,,2026-06-28T17:18:19.456931+00:00,2026-06-28T17:18:29.456931+00:00,10,session-student-06-010,PRACTICE,1,0,1,1,0.427,11160,1.635,0.9,0.836,0.7045,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0207,student-07,ex-07-05,PYTHON_LISTS,,2026-06-28T19:24:04.860339+00:00,2026-06-28T19:24:07.860339+00:00,3,session-student-07-010,PRACTICE,1,0,1,1,0.666,52405,4.339,0.445,0.421,0.3041,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0208,student-08,ex-02-01,PYTHON_OPERATORS,,2026-06-28T23:57:02.080349+00:00,2026-06-28T23:57:17.080349+00:00,15,session-student-08-010,PRACTICE,1,0,0,2,0.198,22031,21.403,0.763,0.774,0.8557,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0209,student-10,ex-05-06,PYTHON_RANGE,PYTHON_FOR,2026-06-29T03:20:58.748514+00:00,2026-06-29T03:21:20.748514+00:00,22,session-student-10-010,CHECKPOINT,0,0,0,3,0.766,25300,1.866,0.64,0.638,0.4278,RANGE_STOP_INCLUDED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0210,student-10,ex-08-04,PYTHON_FUNCTIONS,,2026-06-29T06:31:33.850577+00:00,2026-06-29T06:31:47.850577+00:00,14,session-student-10-010,PRACTICE,0,0,0,2,0.571,19018,3.9,0.586,0.755,0.5826,FUNCTION_RETURN_VS_PRINT,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0211,student-11,ex-06-03,PYTHON_WHILE,,2026-06-29T08:51:58.150745+00:00,2026-06-29T08:52:06.150745+00:00,8,session-student-11-010,PRACTICE,1,0,0,2,0.448,41043,1.088,1.0,0.96,0.9391,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0212,student-12,ex-04-02,PYTHON_FOR,,2026-06-29T11:21:39.578681+00:00,2026-06-29T11:21:50.578681+00:00,11,session-student-12-010,PRACTICE,0,0,0,2,0.35,36030,3.176,0.963,0.898,0.8639,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0213,student-13,ex-02-06,PYTHON_OPERATORS,PYTHON_VARIABLES,2026-06-29T15:52:37.790311+00:00,2026-06-29T15:52:43.790311+00:00,6,session-student-13-010,CHECKPOINT,1,0,0,1,0.78,37675,0.813,0.775,0.745,0.6642,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0214,student-14,ex-08-02,PYTHON_FUNCTIONS,,2026-06-29T18:23:10.350552+00:00,2026-06-29T18:23:13.350552+00:00,3,session-student-14-010,PRACTICE,0,0,0,1,0.326,7466,0.108,0.876,0.81,0.8893,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0215,student-15,ex-05-05,PYTHON_RANGE,,2026-06-29T21:47:44.491176+00:00,2026-06-29T21:47:45.491176+00:00,1,session-student-15-010,PRACTICE,0,1,0,3,0.653,10471,1.193,0.502,0.543,0.3353,,UNSTABLE,SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0216,student-16,ex-08-04,PYTHON_FUNCTIONS,,2026-06-30T00:12:33.429367+00:00,2026-06-30T00:12:50.429367+00:00,17,session-student-16-010,PRACTICE,0,0,0,2,0.571,37188,0.387,0.691,0.61,0.3103,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0217,student-17,ex-07-02,PYTHON_LISTS,,2026-06-30T04:07:20.275774+00:00,2026-06-30T04:07:31.275774+00:00,11,session-student-17-010,PRACTICE,1,0,1,2,0.309,31302,1.513,0.926,0.868,0.9037,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0218,student-18,ex-06-02,PYTHON_WHILE,,2026-06-30T06:33:57.628932+00:00,2026-06-30T06:34:00.628932+00:00,3,session-student-18-010,PRACTICE,1,0,0,1,0.331,19545,4.538,0.903,0.846,0.7483,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0219,student-20,ex-01-04,PYTHON_VARIABLES,,2026-06-30T10:15:17.097151+00:00,2026-06-30T10:15:18.097151+00:00,1,session-student-20-010,PRACTICE,1,0,0,1,0.543,27607,0.101,0.713,0.783,0.7396,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0220,student-20,ex-06-03,PYTHON_WHILE,,2026-06-30T14:05:42.693659+00:00,2026-06-30T14:05:54.693659+00:00,12,session-student-20-010,PRACTICE,1,0,0,1,0.448,22561,1.981,0.737,0.848,0.8558,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0221,student-01,ex-03-06,PYTHON_IF_ELSE,PYTHON_OPERATORS,2026-06-30T16:31:51.239105+00:00,2026-06-30T16:32:14.239105+00:00,23,session-student-01-011,CHECKPOINT,1,0,1,3,0.781,33563,1.712,0.818,0.848,0.5925,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0222,student-02,ex-03-02,PYTHON_IF_ELSE,,2026-06-30T19:55:22.276023+00:00,2026-06-30T19:55:26.276023+00:00,4,session-student-02-011,PRACTICE,1,0,0,1,0.337,38499,4.258,0.721,0.88,0.8415,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0223,student-03,ex-06-03,PYTHON_WHILE,,2026-06-30T23:04:59.928048+00:00,2026-06-30T23:05:00.928048+00:00,1,session-student-03-011,PRACTICE,0,0,0,1,0.448,26045,3.879,0.594,0.588,0.6697,WHILE_VARIABLE_NOT_UPDATED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0224,student-04,ex-06-03,PYTHON_WHILE,,2026-07-01T03:04:10.615186+00:00,2026-07-01T03:04:21.615186+00:00,11,session-student-04-011,PRACTICE,1,0,1,1,0.448,20671,1.387,0.242,0.2,0.2904,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0225,student-05,ex-05-03,PYTHON_RANGE,,2026-07-01T06:46:44.420572+00:00,2026-07-01T06:46:59.420572+00:00,15,session-student-05-011,PRACTICE,0,0,1,1,0.427,24957,1.973,0.417,0.336,0.4739,RANGE_STOP_INCLUDED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0226,student-06,ex-08-04,PYTHON_FUNCTIONS,,2026-07-01T09:05:01.485714+00:00,2026-07-01T09:05:04.485714+00:00,3,session-student-06-011,PRACTICE,1,0,1,2,0.571,52499,1.84,0.838,0.885,0.8928,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0227,student-07,ex-05-01,PYTHON_RANGE,,2026-07-01T11:15:21.014137+00:00,2026-07-01T11:15:33.014137+00:00,12,session-student-07-011,PRACTICE,0,0,1,1,0.219,260000,0.18,0.238,0.379,0.5416,RANGE_STOP_INCLUDED,STABLE,LONG_RESPONSE,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0228,student-08,ex-07-02,PYTHON_LISTS,,2026-07-01T16:13:09.823554+00:00,2026-07-01T16:13:24.823554+00:00,15,session-student-08-011,PRACTICE,1,0,0,1,0.309,12871,0.495,0.959,0.889,0.8792,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0229,student-09,ex-08-03,PYTHON_FUNCTIONS,,2026-07-01T17:54:15.597310+00:00,2026-07-01T17:54:27.597310+00:00,12,session-student-09-011,PRACTICE,0,0,0,1,0.442,13784,2.129,0.384,0.534,0.5125,FUNCTION_RETURN_VS_PRINT,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0230,student-10,ex-03-06,PYTHON_IF_ELSE,PYTHON_OPERATORS,2026-07-01T21:42:21.879759+00:00,2026-07-01T21:42:40.879759+00:00,19,session-student-10-011,CHECKPOINT,0,0,0,1,0.781,31170,2.038,0.689,0.793,0.497,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0231,student-11,ex-06-06,PYTHON_WHILE,PYTHON_RANGE,2026-07-02T00:56:26.445576+00:00,2026-07-02T00:56:27.445576+00:00,1,session-student-11-011,CHECKPOINT,1,0,0,3,0.752,30552,2.196,0.965,0.96,0.8274,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0232,student-12,ex-04-04,PYTHON_FOR,,2026-07-02T03:37:21.342352+00:00,2026-07-02T03:37:38.342352+00:00,17,session-student-12-011,PRACTICE,1,0,0,2,0.533,36172,1.552,0.907,0.898,0.8255,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0233,student-13,ex-05-02,PYTHON_RANGE,,2026-07-02T08:22:31.359745+00:00,2026-07-02T08:22:33.359745+00:00,2,session-student-13-011,PRACTICE,0,0,0,2,0.324,46544,4.669,0.1,0.24,0.4638,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0234,student-14,ex-07-06,PYTHON_LISTS,PYTHON_WHILE,2026-07-02T10:58:54.944307+00:00,2026-07-02T10:59:12.944307+00:00,18,session-student-14-011,CHECKPOINT,0,0,0,2,0.783,16194,3.485,0.543,0.61,0.377,LIST_INDEX_STARTS_AT_ONE,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0235,student-15,ex-03-03,PYTHON_IF_ELSE,,2026-07-02T13:02:49.641242+00:00,2026-07-02T13:03:04.641242+00:00,15,session-student-15-011,PRACTICE,0,0,0,1,0.421,18417,4.695,0.576,0.702,0.6432,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0236,student-16,ex-03-02,PYTHON_IF_ELSE,,2026-07-02T17:36:37.582197+00:00,2026-07-02T17:36:48.582197+00:00,11,session-student-16-011,PRACTICE,1,0,1,1,0.337,19338,0.383,0.479,0.587,0.6572,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0237,student-17,ex-08-01,PYTHON_FUNCTIONS,,2026-07-02T19:48:27.570892+00:00,2026-07-02T19:48:35.570892+00:00,8,session-student-17-011,PRACTICE,1,0,1,1,0.229,50235,2.695,0.757,0.639,0.8092,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0238,student-18,ex-08-03,PYTHON_FUNCTIONS,,2026-07-02T23:15:54.169969+00:00,2026-07-02T23:16:10.169969+00:00,16,session-student-18-011,PRACTICE,1,0,0,1,0.442,63559,2.936,0.691,0.639,0.7532,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0239,student-20,ex-07-06,PYTHON_LISTS,PYTHON_WHILE,2026-07-03T02:59:41.372283+00:00,2026-07-03T02:59:43.372283+00:00,2,session-student-20-011,CHECKPOINT,1,0,0,3,0.783,24181,0.691,0.776,0.941,0.7091,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0240,student-20,ex-05-03,PYTHON_RANGE,,2026-07-03T06:45:30.702163+00:00,2026-07-03T06:45:43.702163+00:00,13,session-student-20-011,PRACTICE,1,0,1,2,0.427,48943,0.788,0.768,0.874,0.8145,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0241,student-01,ex-04-05,PYTHON_FOR,,2026-07-03T09:19:17.931938+00:00,2026-07-03T09:19:35.931938+00:00,18,session-student-01-012,PRACTICE,1,0,1,2,0.637,40623,2.147,0.675,0.817,0.6314,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0242,student-02,ex-04-03,PYTHON_FOR,,2026-07-03T13:06:33.473971+00:00,2026-07-03T13:06:49.473971+00:00,16,session-student-02-012,PRACTICE,1,0,0,1,0.427,14867,3.754,0.786,0.781,0.8152,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0243,student-03,ex-07-01,PYTHON_LISTS,,2026-07-03T15:44:03.919257+00:00,2026-07-03T15:44:10.919257+00:00,7,session-student-03-012,PRACTICE,1,0,1,1,0.238,24477,2.915,0.622,0.572,0.807,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0244,student-04,ex-07-02,PYTHON_LISTS,,2026-07-03T19:05:16.920316+00:00,2026-07-03T19:05:39.920316+00:00,23,session-student-04-012,PRACTICE,1,0,0,3,0.309,20775,3.656,0.828,0.82,0.7211,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0245,student-05,ex-04-05,PYTHON_FOR,,2026-07-03T21:31:31.425784+00:00,2026-07-03T21:31:32.425784+00:00,1,session-student-05-012,PRACTICE,0,0,0,1,0.637,17474,3.309,0.336,0.499,0.2472,FOR_ITERATION_COUNT,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0246,student-06,ex-06-01,PYTHON_WHILE,,2026-07-04T01:02:10.091257+00:00,2026-07-04T01:02:24.091257+00:00,14,session-student-06-012,PRACTICE,1,0,1,1,0.221,10509,1.468,0.761,0.835,0.7447,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0247,student-07,ex-06-03,PYTHON_WHILE,,2026-07-04T03:40:34.220002+00:00,2026-07-04T03:40:58.220002+00:00,24,session-student-07-012,PRACTICE,1,0,0,1,0.448,16390,3.437,0.517,0.595,0.6622,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0248,student-08,ex-08-05,PYTHON_FUNCTIONS,,2026-07-04T06:25:32.304207+00:00,2026-07-04T06:25:42.304207+00:00,10,session-student-08-012,PRACTICE,0,0,1,3,0.658,34811,3.102,0.918,0.815,0.6106,FUNCTION_RETURN_VS_PRINT,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0249,student-10,ex-08-06,PYTHON_FUNCTIONS,PYTHON_LISTS,2026-07-04T11:30:56.516037+00:00,2026-07-04T11:31:05.516037+00:00,9,session-student-10-012,CHECKPOINT,1,0,1,3,0.792,40482,3.267,0.793,0.755,0.5822,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0250,student-10,ex-05-02,PYTHON_RANGE,,2026-07-04T13:35:11.257234+00:00,2026-07-04T13:35:27.257234+00:00,16,session-student-10-012,PRACTICE,1,0,0,2,0.324,16517,1.124,0.46,0.638,0.7159,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0251,student-11,ex-05-01,PYTHON_RANGE,,2026-07-04T17:00:04.819222+00:00,2026-07-04T17:00:13.819222+00:00,9,session-student-11-012,PRACTICE,1,0,0,2,0.219,26581,3.433,0.754,0.862,0.8744,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0252,student-12,ex-07-03,PYTHON_LISTS,,2026-07-04T20:19:28.475321+00:00,2026-07-04T20:19:47.475321+00:00,19,session-student-12-012,PRACTICE,1,0,0,1,0.42,26145,4.217,1.0,0.897,0.8606,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0253,student-13,ex-02-03,PYTHON_OPERATORS,,2026-07-05T00:15:05.495977+00:00,2026-07-05T00:15:09.495977+00:00,4,session-student-13-012,PRACTICE,0,0,0,2,0.462,31632,2.838,0.653,0.745,0.9083,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0254,student-14,ex-06-06,PYTHON_WHILE,PYTHON_RANGE,2026-07-05T02:10:10.435606+00:00,2026-07-05T02:10:34.435606+00:00,24,session-student-14-012,CHECKPOINT,0,1,0,1,0.752,24083,0.762,0.116,0.2,0.1092,,STABLE,SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
